headline,snippet,pub_date,web_url
Stocks Fall Sharply in Asia and Europe,,2009-03-30T11:15:47+0000,https://dealbook.nytimes.com/2009/03/30/stocks-fall-sharply-in-asia-and-europe/
NYSE Euronext Cuts Trading Fees,,2009-03-25T10:12:15+0000,https://dealbook.nytimes.com/2009/03/25/nyse-euronext-cuts-trading-fees/
Trading Fees Cut for Stock Exchanges,"NYSE Euronext, which operates stock exchanges in Amsterdam, Brussels, Lisbon and Paris, said it would cut fees on its European markets by about 20 percent.",2009-03-25T05:29:46+0000,https://www.nytimes.com/2009/03/25/business/worldbusiness/25fobriefs-003.html
Stocks Rise Overseas on Hopes for Treasury Plan,,2009-03-23T11:10:17+0000,https://dealbook.nytimes.com/2009/03/23/asian-stocks-rise-on-hopes-for-treasury-plan/
Tech shares lead Wall Street lower,,2009-03-09T05:00:00+0000,https://www.nytimes.com/2009/03/09/business/worldbusiness/09iht-10marketsupdate.20704226.html
Stocks fall back in Europe and Asia while Wall Street tries to find direction,,2009-03-09T05:00:00+0000,https://www.nytimes.com/2009/03/09/business/worldbusiness/09iht-09stocks-CND2.html
Speculation About China Lifts Shares,,2009-03-05T11:51:31+0000,https://dealbook.nytimes.com/2009/03/05/speculation-about-china-lifts-shares/
Stocks Plunge on Worries Over Financial Sector,"A broad sell-off dragged all sectors of the market lower, with financial stocks hit particularly hard.",2009-03-05T11:45:11+0000,https://www.nytimes.com/2009/03/06/business/06markets.html
Stocks falter in Europe,,2009-03-05T05:00:00+0000,https://www.nytimes.com/2009/03/05/business/worldbusiness/05iht-5markets.20612586.html
Auditors raise doubts about GM's future,,2009-03-05T05:00:00+0000,https://www.nytimes.com/2009/03/05/business/worldbusiness/05iht-gm.4.20631095.html
Wall Street closes sharply lower on retail sales and GM audit,,2009-03-05T05:00:00+0000,https://www.nytimes.com/2009/03/05/business/worldbusiness/05iht-06marketsupdate.20630433.html
Wall St. follows European shares lower,,2009-03-05T05:00:00+0000,https://www.nytimes.com/2009/03/05/business/worldbusiness/05iht-06markets.20620777.html
Speculation About China Lifts Shares,"The Dow and the Standard & Poor’s 500-stock index rebounded Wednesday from 12-year lows, as stocks rose on expectations that China would increase its stimulus spending.",2009-03-04T13:07:05+0000,https://www.nytimes.com/2009/03/05/business/05market.html
European shares higher ahead of U.S. open,,2009-03-04T05:00:00+0000,https://www.nytimes.com/2009/03/04/business/worldbusiness/04iht-05market.20587101.html
Wall Street moves higher; markets await new stimulus in China,,2009-03-04T05:00:00+0000,https://www.nytimes.com/2009/03/04/business/worldbusiness/04iht-05marketA.20589137.html
"Shares in Europe slide, Asian markets are calm",,2009-03-03T05:00:00+0000,https://www.nytimes.com/2009/03/03/business/worldbusiness/03iht-03markets-cnd2.20555219.html
Shares in europe try to find an upside,,2009-03-03T05:00:00+0000,https://www.nytimes.com/2009/03/03/business/worldbusiness/03iht-03markets2.20562239.html
"Share in Europe edge up, Asian markets are calm",,2009-03-03T05:00:00+0000,https://www.nytimes.com/2009/03/03/business/worldbusiness/03iht-03markets-cnd.20553932.html
Europe and Asia Markets Slump in Monday Trading,"Financial shares led stocks lower in Europe and Asia Monday, and Wall Street appeared headed for a decline amid concern for the precarious health of American International Group and Citigroup.",2009-03-02T11:13:13+0000,https://dealbook.nytimes.com/2009/03/02/asian-markets-slump-in-monday-trading/
Shares Moved Lower as Friday Neared End,Investors steadied themselves Friday after initially dumping stocks when Citigroup announced details of its plan to turn over more of the company to the government. But financial shares still dragged on the market Friday afternoon and shares turn ...,2009-03-02T10:57:12+0000,https://dealbook.nytimes.com/2009/03/02/shares-moved-lower-as-friday-neared-end/
Markets slump in Asia and Europe,,2009-03-02T05:00:00+0000,https://www.nytimes.com/2009/03/02/business/worldbusiness/02iht-03markets.20523196.html
"Dow falls below 7,000, a mark last seen in 1997",,2009-03-02T05:00:00+0000,https://www.nytimes.com/2009/03/02/business/worldbusiness/02iht-03marketsB.20530145.html
"Dow below 7,000 for the first time since 1997",,2009-03-02T05:00:00+0000,https://www.nytimes.com/2009/03/02/business/worldbusiness/02iht-03marketsC.20532719.html
"Dow closes below 6,800 for the first time since '97",,2009-03-02T05:00:00+0000,https://www.nytimes.com/2009/03/02/business/worldbusiness/02iht-03marketsD.20539700.html
Global Markets decline sharply,,2009-03-02T05:00:00+0000,https://www.nytimes.com/2009/03/02/business/worldbusiness/02iht-03marketsA.20527485.html
Wide slide in European stocks,,2009-02-27T05:00:00+0000,https://www.nytimes.com/2009/02/27/business/worldbusiness/27iht-27eumarkets.20481248.html
Markets can't find traction to hold gains,,2009-02-25T05:00:00+0000,https://www.nytimes.com/2009/02/25/business/worldbusiness/25iht-26markets.20427352.html
European stocks end the day mixed,,2009-02-25T05:00:00+0000,https://www.nytimes.com/2009/02/25/business/worldbusiness/25iht-25market.20422151.html
Wall Street breaks a cycle with sharp gains,,2009-02-24T05:00:00+0000,https://www.nytimes.com/2009/02/24/business/worldbusiness/24iht-25usmarkets.20402536.html
Europe follows Asia and Wall Street lower,,2009-02-24T05:00:00+0000,https://www.nytimes.com/2009/02/24/business/worldbusiness/24iht-24eumarkets.20396727.html
Fears About Banks Rattle Wall Street,,2009-02-20T22:07:50+0000,https://dealbook.nytimes.com/2009/02/20/fears-about-banks-rattle-wall-street/
Wall Street shaves sharp early losses,,2009-02-20T05:00:00+0000,https://www.nytimes.com/2009/02/20/business/worldbusiness/20iht-20stoxclose.20342774.html
Sell-off sweeps stocks from Asia to Wall Street,,2009-02-20T05:00:00+0000,https://www.nytimes.com/2009/02/20/business/worldbusiness/20iht-20usmarkets.20334732.html
Fears About Banks Rattle Wall Street,,2009-02-20T22:07:50+0000,https://dealbook.nytimes.com/2009/02/20/fears-about-banks-rattle-wall-street/
Wall Street shaves sharp early losses,,2009-02-20T05:00:00+0000,https://www.nytimes.com/2009/02/20/business/worldbusiness/20iht-20stoxclose.20342774.html
Sell-off sweeps stocks from Asia to Wall Street,,2009-02-20T05:00:00+0000,https://www.nytimes.com/2009/02/20/business/worldbusiness/20iht-20usmarkets.20334732.html
European shares fall on economic concerns,,2009-02-20T05:00:00+0000,https://www.nytimes.com/2009/02/20/business/worldbusiness/20iht-21eumarkets.20332700.html
World markets follow Wall Street down,,2009-02-18T05:00:00+0000,https://www.nytimes.com/2009/02/18/business/worldbusiness/18iht-18eumarket.20274597.html
Wall Street closes flat as European indexes slip lower,,2009-02-18T05:00:00+0000,https://www.nytimes.com/2009/02/18/business/worldbusiness/18iht-19markets.20280285.html
Financial Stocks Pull Down European Markets,,2009-02-17T12:14:44+0000,https://dealbook.nytimes.com/2009/02/17/financial-stocks-pull-down-european-markets/
"Markets fall on news from Japan, and lack of news from G-7",,2009-02-16T05:00:00+0000,https://www.nytimes.com/2009/02/16/business/worldbusiness/16iht-16euromarkets.20215053.html
World markets lift on Wall Street recovery,,2009-02-13T05:00:00+0000,https://www.nytimes.com/2009/02/13/business/worldbusiness/13iht-13eurmarket.20172116.html
U.S. stocks tumble as bailout plan emerges,,2009-02-10T05:00:00+0000,https://www.nytimes.com/2009/02/10/business/worldbusiness/10iht-11marketsA.20077518.html
"On Parisian Menus, Bargains Mix With Entrees",Affordable menus are becoming more common in the quality restaurants in and around Paris after the emergence of newspaper reports that restaurants might loose about 30% of their customers in 2009.,2009-02-09T21:07:16+0000,https://intransit.blogs.nytimes.com/2009/02/09/on-parisian-menus-bargains-mix-with-entrees/
European stocks vacillate on mixed news,,2009-02-09T05:00:00+0000,https://www.nytimes.com/2009/02/09/business/worldbusiness/09iht-10market.20037422.html
Earnings reports give a lift Wall Street,,2009-02-07T05:00:00+0000,https://www.nytimes.com/2009/01/27/business/worldbusiness/27iht-27marketsCLOSE.19725545.html
"Shares gain in Europe, helped by Wall St.",,2009-02-06T05:00:00+0000,https://www.nytimes.com/2009/02/06/business/worldbusiness/06iht-06stox.19985525.html
Earning reports shake investor confidence,,2009-02-03T05:00:00+0000,https://www.nytimes.com/2009/01/23/business/worldbusiness/23iht-stox.19624407.html
U.S. stocks rise on housing and corporate earnings,,2009-02-03T05:00:00+0000,https://www.nytimes.com/2009/02/03/business/worldbusiness/03iht-03stks.19896427.html
Wall Street lower as it takes in economic reports,,2009-02-02T05:00:00+0000,https://www.nytimes.com/2009/02/02/business/worldbusiness/02iht-03marketsB.19870469.html
Stocks slip in Europe and Asia,,2009-02-02T05:00:00+0000,https://www.nytimes.com/2009/02/02/business/worldbusiness/02iht-03markets.19861069.html
Stocks slip in Europe and Asia,,2009-02-02T05:00:00+0000,https://www.nytimes.com/2009/02/02/business/worldbusiness/02iht-03markets.19859804.html
Wall Street starts a new month with a decline,,2009-02-02T05:00:00+0000,https://www.nytimes.com/2009/02/02/business/worldbusiness/02iht-03marketsA.19866376.html
European stocks fall after weak data,,2009-01-30T05:00:00+0000,https://www.nytimes.com/2009/01/30/business/worldbusiness/30iht-30mkts.19807267.html
U.S. shares slide after GDP report,,2009-01-30T05:00:00+0000,https://www.nytimes.com/2009/01/30/business/worldbusiness/30iht-30stox.19814487.html
Banks lead a strong rally on Wall Street,,2009-01-28T05:00:00+0000,https://www.nytimes.com/2009/01/28/business/worldbusiness/28iht-29markets.19747835.html
U.S. stocks rise on earnings reports,,2009-01-27T05:00:00+0000,https://www.nytimes.com/2009/01/27/business/worldbusiness/27iht-27stox.19714876.html
European stocks slip after big session in Tokyo,,2009-01-27T05:00:00+0000,https://www.nytimes.com/2009/01/27/business/worldbusiness/27iht-27markets.19702458.html
"After U.S. Data, Mixed World Markets",,2009-01-26T12:03:01+0000,https://dealbook.nytimes.com/2009/01/26/after-us-data-mixed-world-markets/
U.K. economy contracted sharply in 4th quarter; stocks decline,,2009-01-23T05:00:00+0000,https://www.nytimes.com/2009/01/23/business/worldbusiness/23iht-23markets.19626864.html
U.S. shares slide at open,,2009-01-22T05:00:00+0000,https://www.nytimes.com/2009/01/22/business/worldbusiness/22iht-22markets-us.19598377.html
Stocks Slip in Europe and Asia,,2009-01-21T12:41:18+0000,https://dealbook.nytimes.com/2009/01/21/stocks-slip-in-europe-and-asia/
Stocks slip in Europe and Asia,,2009-01-21T05:00:00+0000,https://www.nytimes.com/2009/01/21/business/worldbusiness/21iht-22marketsA.19556293.html
Asian shares retreat on banking concerns,,2009-01-21T05:00:00+0000,https://www.nytimes.com/2009/01/21/business/worldbusiness/21iht-stoxweb.19542335.html
Wall Street tries to climb back from a down day,,2009-01-21T05:00:00+0000,https://www.nytimes.com/2009/01/21/business/worldbusiness/21iht-22stocks.19563662.html
European Shares Lower After British Bank Bailout,,2009-01-20T10:58:42+0000,https://dealbook.nytimes.com/2009/01/20/european-shares-lower-after-british-bank-bailout/
Crude slides after gas deal; pound wilts on U.K. woes,,2009-01-20T05:00:00+0000,https://www.nytimes.com/2009/01/20/business/worldbusiness/20iht-20markets.19515513.html
Royal Bank of Scotland drags down European shares,,2009-01-19T05:00:00+0000,https://www.nytimes.com/2009/01/19/business/worldbusiness/19iht-stox.4.19500347.html
